barcode,product_name,brands,ingredients_text
8901725013066,Sunfeast Mom's Magic Cashew & Almond,Sunfeast,"refined wheat flour (maida), sugar, refined palm oil, invert kernels (1.3%), raising agents [ins 450(i), ins 503(ii), ins 500(ii)], iodized sal butter (0.3%), nature identical flavouring substances, emulsifiers [diacetyla fatty acid esters of glycerol (from sunflower & palm oil), lecithin (from soyabean and di-glycerides of fatty acids (from palm oil)], almond kernels (0.1%), artificial flanqu substances (butter, vanilla), flour treatment agent (ins 223) and colour (ins 102) contains wheat, milk, soy, nut, sulphite. every"
8906010500344,Balaji Wafers Salted,Balaji,"Potato, edible veg oil, salt"
8904422700789,Patanjali chyawanprash 1kg,,"special patanjall chyawanprash ayurvedic pretary medicine congestion ea contains: sugar (saccharum officinarum, stem cystal 63ng endler officals frut paste) 1650mg, ghrit (liquid) 273ng extract derived for the loberg s et ring khan (sida cordifolia, root, extract) 45mg, mudgepem phandsak me of 10 ms all in equal quantity, root, extrad) 450mg-aduna (adha ard e 45mg kaknishing ptacia integerrima, galls, extract 45mg, bhoon anta ps ead ng pippal chol (piper longum, fruit, extract) 55mg, mashcami (eramus sant extrovant (leptadenia reticulata, whole plant extract 45 frut meng giloy (tinospora cordifolia stem, extract wa media rhizome, extract) 45mg jeevak (malaxis acuminata, rhizome ene carama zedoaria, root extract) 45mg, nagarmotha (cyperus rotundus, rool extrad boerhaavia diffusa, root extract) 45mg, meda (polygonatum cinilolum rhine cond nepal (nymphaea nouchali, flower, extract) 45mg, vidarkand (pueraria tuberosa, rock e kakok (roscoes alpine, root, extract) 45mg. kaknasa (martynia danda, fru e ashwagandha (withania somnifera, root, extract) 45mg, mulethi (glycyrrhiza glabra, sten, emd draksha (vitis vinifera, fruit, extract) 25mg, saunth (zingiber officinale, rhizome extrad 25ng (asparagus racemosus, root, extract) 15mg, chavya (piper retrofractum, root, extract 15mg chea (plumbago zeylanic root, extract) 15mg. varahi kand (dioscorea bulbifera, rhizome estrad ng pippla mool (pipongum, root, extract) 10mg, prakshep dravya derived from the foloweg shasma (powd 215mg, godanti bhasma (powder) 184mg, vanshlochan (bambusa and intermal secreto owder) 182mg, pippali choti (piper longum, fruit powder) 45mg lavang aromaticum, flower bud, powder) 25mg, dalchin cinnamomum zeylanicum, bark powder) ng ela (elettaria cardamomum, fruit, powder) 20mg. tejpatra (cinnamomum tamala, leaf, powder nagkesar (mesua ferrea, flower, powder) 20mg, kali mirch (piper nigrum, seed powder ng (crocus sativus, style, powder) 2mg net quantity: 1 kg batch no. mig. date expiry date mrp usp nd of all taxes) acz240000 4 pppanin sevic792ndong/por fatanial under brand license from patanial ayurved ltd made in esno əəl"
8908020889112,IHP Iyengar Puliogare Masala,Iyengar,"tamarind, jaggery, black till, dry coconut, pepper, jeera, ground nut, dry chilli, mustard, methi, coriander seed, gram dhal, urid dhal, om seed, asafoetida, curry leaf, turmeric, vegetable oil & salt"
8901774002165,Madras Sambar Masala,Badshah,"coriander, red chilli, kashmiri red chilli, curry leaves, cumin, fenugreek seeds, bengal gram, lodised salt, black pepper, rice, toovar dal, cassia, turmeric, compounded asafoetida"
8906021128735,Mango Ginger Pickle,Aachi,"mango ginger, red chilli powder, edible vegetable oil - refined rice bran oil, mustard, fenugreek powder, compounded asafoetida, salt, acidity regulator (e260) - acetic acid and contains permitted class ii preservative (e211)-sodium benzoate. allergen advice: contain mustard and gluten. &quot;this product is processed in a facility that also processes products that contain sesame, celery, peanuts, treenuts, soya, milk and sulphite&quot;."
8908003249827,Akshayakalpa Spiced Buttermilk,Akshayakalpa,"water, organic cow milk, organic spices (green chilli, ginger, coriander), himalayan pink salt, starter culture."
8906010500511,Balaji Chataka Pataka,Balaji,"Potato, edible veg oil, spices, salt, sugar, acidity regulators, colours"
8904067712475,Jabsons Garlic Mix,Jabsons,"bengal gram flour (50%), refined palmolein oil, peanuts (6%), garlic (1.5%), iodized salt, chilli powder, black salt, dry mango powder, turmeric."
8906143890152,Dark Chocolate Peanut Spread - Crunchy,The Whole Truth,"peanuts, date powder, cocoa"
8906098670458,Ultra pop cheese popcorn,ultra pop,"popped corn, refined edible palmolein oil, iodized salt, sugar, starch, spices and condiments, milk solids, acidity regulator (e330), naturalcolour (e160c), anti caking agent (e551) and flavour enhancer (e631, e627), onion powder and garlic powder contains milk solids"
8901725018689,Bingo Hot and spicy,Bingo,"potato (59.4%), refined palmolein, seasoning (sugar, iodized salt, 'spices and condiments, nature identical flavouring substances, acidity regulators (ins 330, 260, 334, 296), garlic, dehydrated onion, natural flavours and natural flavouring substances, flavour enhancer (ins 635), refined sunflower oil), iodized salt. used as flavouring substances. contains <span class=""allergen"">barley</span>. may contain <span class=""allergen"">milk</span>, <span class=""allergen"">wheat</span>, <span class=""allergen"">soy</span>."
8901035050133,Ginger tea,Golf Bond,black tea with ginger flavour
8901052005604,Tata Tea Chakra Gold,Tata Tea,"tea (96.8%), natural flavours and natural flavouring substances [ginger, cardamom, tulsi, brahmi, licorice (adhimadhuram)]"
8906065458232,choco stick jumbo pack,choco stick,"sugar, refined wheat flour (maida), edible vegetable oil (refined palmolein), cocoa solids (8%), edible vegetable fat (hydrogenated oils), dextrose monohydrate, <span class=""allergen"">milk powder</span>, whey powder, starch, vegetable emulsifier soya lecithin (e 322), edible common salt. contains permitted natural food colours (caramel(e 150c & e 150d)) and added flavour (artificial flavouring substances - ethyl vanillin)."
8904089993807,Heritage A-One Spiced Buttermilk,Heritage,"pasteurised water, milk solids (curd), edible common salt, black salt, spices and condiments."
8906185460641,proV Multipack,proV,"<span class=""allergen"">almonds</span>, <span class=""allergen"">cashews</span>, raisins, <span class=""allergen"">pistachios</span>"
8904004401981,Cornflakes Mixture,Haldiram's,"corn flakes (32%), refined palmolein oil, potato, i cashew nuts, raisin, refined sugar, bengal gram flour( besan), groundnut (peanuts), spinach, lodised salt, fennel, dried mango powder, curry leaves, red chilli powder, black salt, sesame seed, black pepper, pipal, dried ginger powder, colour (ins 141, ins 160c(i)), cumin, bay leaves, clove, nutmeg, cinnamon & asafoetida"
8901725017620,Sunfeast Mom's Magic Cashew,ITC,"Refined wheat flour, sugar, edible veg oil, cashew nuts, invert syrup, raising agents"
8901242513919,instant gulab jamun mix,Bambino,"refined wheat flour (maida), milk solids, interesterified vegetable fat (palm oil, sesame oil) (trans fat free). levening agent (ins 500(ii)) and acidity regulator (ins 296)"
8901595864164,Sriracha Hot Chilli Sauce,Chong’s,"water, sugar, chilli (20%), vinegar, salt, garic a distarch adipate (thickener (e 1422)), sodium benzoate (pre hot (e211)), xanthan gum (emulsifying & stabilizing agent (4 may contain: wheat (gluten), soy, coconut, sesame, mustar diamidon acetylé (épaississant (e 1422)), benzoate de sodium ingrédients: eau, sucre, piment (20%), vinaigre, sel, al, ad (conservateur (e 211)), gomme xanthane (agent émulsifat stabilisant (e 415)) peut contenir: blé (gluten), soja, noix de coco, sésame, m keep refrigerated"
8904256731744,Precia 5 Mix Vegetables,Precia,"green peas, cauliflower. carrot, potato & french beans."
8906166020116,Peanut cracker Masala,Nuttoz,"peanuts (63%), edible vegetable oil (palmolein), bengal gram flour, corn flour, spices & condiments (chilli powder, dry mango powder, black pepper powder, clove powder, cumin powder, cinnamon powder, dried ginger powder, mint), lodised salt, black salt, acidity regulator (ins 330). allergy information: contains peanuts may contain soy, milk products & tree nuts"
8906166020055,Soya Chips Masala,Nuttoz,"tapioca starch, edible vegetable oil (palmolein), soya bean flour (15%), rice flour, black gram flour, spices & condiments (chili powder, dried mango powder, garlic powder, cumin powder, black pepper powder, coriander powder, asafoetida powder, cinnamon powder, turmeric powder, ginger powder, clove powder), lodised salt, black salt, maltodextrin, acidity regulator (ins 330). allergy information: contains <span class=""allergen"">soy</span> may contain peanuts, <span class=""allergen"">tree nuts</span>, milk products."
8904327601914,MYFITNESS Peanut Butter Smooth - Dark Chocolate,MYFITNESS,"roasted peanuts (82%). dark chocolate paste (10%), whey protein concentrate (7%), stabilizer (ins 471)"
8906006651234,Dates Powder,Lion,dry dates powder
8907661013887,Gro,Gro,"skimmed milk powder, whey protein concentrate (whey protein 9.4 %), maltodextrin, sugar, cocoa powder (5 %), minerals, nature-identical flavouring substance (chocolate), thickener (ins 466) direct add hot preservative (ins 211), artificial flavouring recommended substance (butter scotch & vanilla), vitamins."
8904089975377,Heritage Spiced Buttermilk,Heritage,"water, milk solids (curd), iodized salt, spices and condiments, active lactic culture, probiotic bacterial strains (bifidobacterium animalis subsp lactis-minimum 10 cfu per recommended serving size)"
8908002605303,roasted and salted almonds,kharawala's,roasted almonds and edible common salt
8906160650722,Mr Makhana (Black Salt),Mr Makhana,"makhana (fox nuts) 70%, olive oil, seasoning (malto-dextrin, black salt)."
8906010090739,D'lecta Mozzarella Cheese,D'lecta,"mozzarella cheese (pasteurised milk, pasteurised skimmed milk, lodised salt, stabilizer (ins 509), microbial cultures and microbial rennet)."
8906022371062,Go-nuts Cashews,Go-nuts,"<span class=""allergen"">cashews</span> (92%), malto dextrine, salt, oregano (0.8%), hydrolyzed vegetable protein, yeast extract, taste enhancer (e 627), anti caking agent (e 551). contains natural flavour (oregano)"
8904335601593,Choco Cereal,Yoga Bar,"base: millets, pulses & cereals 77% (jowar bajra, ragi, chana dal, oats, moong dal, quinoa), milk solids, rice bran oil coating: organic sugar, cocoa, rice bran oil. contains added natural flavour: vanilla, rosemary, chocolate."
8906090574495,Karare Twisties Masala Blast,Too Yumm,"corn flour, edible vegetable oil (rice bran), seasoning [sugar, spices and condiments (contains chili), lodised salt, maltodextrin, natural and nature identical flavouring substances, hydrolysed vegetable protein, stabilizer (ins 414), anticaking agent (ins 551), flavour enhancers (ins 627, ins 631)], whole wheat flour (atta), <span class=""allergen"">oats</span>, semolina, anticaking agent (ins 170), lodised salt *used as natural flavouring agent"
8901088722964,Crunchies Millet Cones,Saffola,"cereal product ragi millet flour (24.8%), corn meal, rice flour], refined rice bran oil, starch, sugar, spices and condiments, odised salt, mineral, dehydrated mango powder maltodextrin, milk solids, dextrose, raising agent [500 (ii)], flavour (natural and nature identical flavouring substance), hydrolysed vegetable protein, acidity regulators [330, 262(ii)], flavour enhancer (627, 631), yeast extract"
8906002007455,Peanut butter,,nutritional information per per %rda 100g serve per serve energy (kcal) 641.5 96.2 4.8% protein (g) 26.3 3.9 7.3% carbohydrate (g) 19.3 2.9 - - total sugars (g) 7.5 1.1 - added sugars (g) 6.0 0.9 1.8% total fat (g) 51.0 7.7 11.4% - saturated fat (g) 10.4 1.6 7.1% - trans fat (g) 0.0 0.0 0.0% cholesterol (mg) 0.0 0.0 sodium (mg) 323.9 48.6 2.4% vitamin b3 (ug) 13710.0 2056.5 14.7% vitamin e (mg) vitamin b6 (µg) 549.0 82.4 4.3% 9.2 1.4 13.8% ances
8906069401920,Bhut Jolokia Hot Sauce,Veeba,"water, synthetic vinegar (water, acetic acid (ins260)], liquid glucose, lodised salt, spices and condiments, refined soyabean oil, bhut jolokia (2.0%), <span class=""allergen"">sesame seeds</span>, stabilizers (ins1422, ins415), natural colour (ins150d), preservative (ins211) and natural flavouring substances."
8908020415014,Ziggy DONUT CAKE,Ziggy,"sugar, refined wheat flour (maida), edible vegetable oil (palmolein, palm), humectants (422, 420, 1520), liquid glucose, milk solids (4.3%), invert syrup, maize starch, cocoa solids (1.75%), dextrose, baking powder, emulsifiers (475, 471, (475, 471, 466), thickeners and stabilizer (401, 1442, 339(i), 516, 415), modified starch (1422), nature identical and artificial flavouring substances chocolate & vanilla, preservative (202), lodized salt, acidity regulato (330), enzyme (1100(iii), 1104) (numbers in brackets as ner"
8908000258723,Extra Virgin Olive Oil,JIVO,extra virgin olive oil
8909081000249,Dark Fantasy,Sunfeast,"maida,sugar,refined palm oil,hrdrogenated vegetable oil,cocoa solids (2.4%),"
8901512562906,Act II Caramel Bliss,"Act II,ConAgra","liquid glucose, popped corn (25.9%), sugar, table butter, caramel 1 (0.7%), lodized salt, raising agent (sodium bicarbonate), emulsifier (lecithin), refined edible palmolein oil (tbhq), nature identical flavour (caramel butter) & beta carotene."
8904089930529,Heritage Doodh Peda,Heritage,"milk solids & sugar, contains permitted preservatives (ins 202 & ins 211)"
8908003761091,Mannat Suji Rusk,Mannat,"refined wheat flour(maida), sugar, edible vegetable oil, suji, invert syrup, bread improver, yeast, iodized salt & milk solids"
